val_loss,mse,mae,r2_score,accuracy,precision,recall,f1_score,roc_auc
0.4185808517831437,0.4185808,0.47226936,0.564137251643779,0.6702127659574468,0.7506803338171262,0.6600589777195282,0.7009092826509807,0.875981203774395
0.3948061826381278,0.3948062,0.45409167,0.5892173666054674,0.6712765957446809,0.7976253431039259,0.5981869812145042,0.680852119249796,0.8925848708089379
0.29317135912306763,0.29317123,0.40409666,0.6949833572571853,0.7180851063829787,0.7326572604350382,0.8200769986893841,0.7739021856030915,0.908563071088357
0.2640418540924153,0.2640419,0.37318537,0.7245741923390976,0.7127659574468085,0.8704996919104486,0.6248361730013106,0.7142329632873339,0.9168064180224778
0.2430599938047693,0.24306011,0.35724634,0.7477002784974764,0.7638297872340426,0.7847714480113812,0.8344528178243775,0.806549054777268,0.9293269618647998
0.19665969407304804,0.19665973,0.32116824,0.7944528058965186,0.7670212765957447,0.7814285714285714,0.8581394713848842,0.8175226134409808,0.9404219915875993
0.1292512838193711,0.1292513,0.270267,0.8647672109887777,0.7882978723404256,0.8287282016526341,0.8497706422018348,0.8390557796819258,0.9536802262662902
0.12932712029903493,0.1293271,0.2560611,0.8652407496266563,0.823404255319149,0.8297101449275363,0.8889525993883791,0.8559359914178437,0.9654864771363016
0.10071562455689653,0.10071559,0.22923638,0.8945846398729903,0.8148936170212766,0.8705404477099293,0.83798875054609,0.8532338042428196,0.963386293150827
0.0902877354241432,0.09028779,0.2151564,0.905439241907732,0.8329787234042553,0.9012626262626262,0.8181520314547838,0.8549437135494371,0.9707975443325377
0.07539941370487213,0.07539942,0.19402495,0.9211217163561052,0.8361702127659575,0.8498384118190212,0.900243010048056,0.8742754019468446,0.9673645436418543
0.08552328579603358,0.08552332,0.20573306,0.9111971993735266,0.8329787234042553,0.8527007553170344,0.8954647225862822,0.8734383133784488,0.9686074049159252
0.09691013861843881,0.096910164,0.21571511,0.8988371606795547,0.8563829787234043,0.9286468354645916,0.8352036915683705,0.8784326973077405,0.9731152865535598
0.06464989917709472,0.06464992,0.18506959,0.9321870471724538,0.8563829787234043,0.8590416841712178,0.9263461118392311,0.890619491312012,0.979319408146639
0.06969182042682424,0.06969181,0.1847339,0.9270180540793382,0.85,0.8767618694362018,0.8908775666229795,0.8837312499579784,0.9701802549397468
0.06238235946982465,0.062382355,0.1687015,0.9348829732691667,0.851063829787234,0.8505653722466199,0.9260321100917431,0.8866840093537813,0.9751455381656349
0.06618369659210774,0.06618369,0.18603429,0.9303705271430036,0.847872340425532,0.9353584133596299,0.8179608999563128,0.8649535906204202,0.9730471249203742
0.051307418197393415,0.051307417,0.15683302,0.9461708394353667,0.8617021276595744,0.9411898592338399,0.8394768457841852,0.8840400724126293,0.9805794222651556
0.04302357977375071,0.0430236,0.14909478,0.9548500569629228,0.874468085106383,0.9288689374305812,0.8784130624726956,0.9019711496683371,0.9784914919572387
0.04582442118132368,0.045824412,0.1463972,0.9523714553430942,0.8776595744680851,0.8683392974260433,0.9452544779379641,0.9050847669651206,0.9824229015140242
0.03775109463232629,0.037751105,0.12185353,0.9604382430426281,0.9031914893617021,0.9115332499478841,0.9342780690257755,0.9222465081565199,0.9887717637289917
0.03196712947906332,0.031967133,0.12198409,0.9666781623466677,0.9074468085106383,0.9426648331765217,0.9143184796854522,0.928034733858135,0.9867483802547571
0.029228102788329123,0.029228112,0.12040649,0.9693574373977525,0.9063829787234042,0.9225014116318464,0.931424748798602,0.9263577961156504,0.9896071560848809
0.04517560957911167,0.04517559,0.14539427,0.9526030179509473,0.8957446808510638,0.8912447885646217,0.9536233071210136,0.9213304972488283,0.9859685876764495
0.07425979356816474,0.074259795,0.1850263,0.9226535554416455,0.8712765957446809,0.9041570759033806,0.8965842070773263,0.9003288206482858,0.9740046445043788
