val_loss,mse,mae,r2_score,accuracy,precision,recall,f1_score,roc_auc
0.488030051677785,0.48802993,0.49983317,0.5297354896474655,0.6223404255319149,0.8380793474230627,0.4355029159766722,0.5477257745550429,0.8983777415396281
0.2901000594205045,0.29009995,0.40266147,0.7206045832837072,0.7170212765957447,0.7898136515912897,0.6918856649146807,0.722239063618374,0.9193745245017082
0.21049045045325096,0.2104904,0.33086592,0.7971871402152277,0.7702127659574468,0.8065233669559089,0.801000791993664,0.8035950515344024,0.9382946242907451
0.1835427520757026,0.18354276,0.30083862,0.8232216477259604,0.7829787234042553,0.7846590909090909,0.8938872489020088,0.8329864837540635,0.9488858705796088
0.13918635077933048,0.13918634,0.2546738,0.8658936048271619,0.7893617021276595,0.8307445442875481,0.866765065879473,0.8415104508783453,0.9546618998350758
0.09806273075494361,0.09806274,0.21890986,0.9055186790838388,0.8117021276595745,0.8168751835535977,0.9008927928576571,0.8563510482438512,0.9609867240152226
0.10535820440409031,0.10535823,0.22395971,0.8985357602691415,0.8223404255319149,0.8086688086688087,0.9419324645402837,0.8690758763767277,0.9688479250120506
0.05767071966795211,0.057670742,0.16878527,0.9444390557993101,0.875531914893617,0.8757990867579908,0.9372741018071855,0.9048869360197191,0.9787630698540842
0.04223062345322142,0.042230606,0.1363076,0.9593164402994072,0.8925531914893617,0.9005490752416982,0.9395852833177334,0.9182218379327974,0.9860903458816033
0.04192975550255877,0.04192974,0.14101139,0.9596180684357715,0.8968085106382979,0.9042714863361285,0.9302973576211391,0.916750485450456,0.9838410417214511
0.05773544489069188,0.057735473,0.15827294,0.9443887132674609,0.8872340425531915,0.9064077946092028,0.9117287061703507,0.909051878354204,0.982102524081389
0.06137769762822922,0.061377693,0.16820768,0.9407767485230591,0.8765957446808511,0.9245774371069182,0.8652314781481748,0.8933906250598918,0.980336082752572
0.049695775863972114,0.049695767,0.14468266,0.9521440312057576,0.8936170212765957,0.9209075984990619,0.9117215062279502,0.9161573574751337,0.9857980526049046
0.025488957699309003,0.025488954,0.09773212,0.9754871043823384,0.924468085106383,0.9139029964448959,0.9721218230254158,0.9417388222188465,0.9930199507212973
0.03657384584558771,0.036573846,0.1189968,0.9647698981044404,0.902127659574468,0.8829001463312661,0.9806465548275614,0.9284425891568749,0.9887457606581812
0.027460164759070316,0.027460152,0.09621788,0.9735956443226532,0.9191489361702128,0.9257986111111112,0.9434876520987832,0.9343842782411989,0.9889080335740481
0.032904391418746175,0.03290438,0.10744998,0.9683887697036208,0.9074468085106383,0.9342657552317564,0.9171646626826986,0.925370010684506,0.9882084646205522
0.06401122966979413,0.064011246,0.15204564,0.9383435505669786,0.8957446808510638,0.8934852219878523,0.9488948088415292,0.9198134867576949,0.9834290741110275
0.019646858190126876,0.01964686,0.08888849,0.9810877175391458,0.9404255319148936,0.9432830518664261,0.9674778601771186,0.9549993865783338,0.9947263628874705
0.0138081837683282,0.0138081815,0.07590127,0.9867108410449221,0.9553191489361702,0.9490297472360253,0.9814241486068112,0.9649529457623345,0.9961072737417095
0.015987146384221444,0.015987149,0.07230568,0.9846121106302477,0.951063829787234,0.9468885281385282,0.9767729858161135,0.9615823347810162,0.9963985577629715
0.01092483935521004,0.010924841,0.06988643,0.9894802455549192,0.9468085106382979,0.940065605120918,0.9783137734898121,0.9585751796572692,0.9966775496279459
0.009340397419130548,0.009340397,0.06524214,0.9910041321330472,0.9553191489361702,0.9449375257814268,0.9829649362805097,0.9635740971357409,0.9971270881497845
0.012219968723489884,0.012219966,0.065322265,0.9882407952283137,0.9553191489361702,0.944171867435988,0.9899344805241559,0.9663018433179724,0.9969891329880706
0.009973742162927669,0.009973746,0.062112987,0.990395703223091,0.9638297872340426,0.958733728617188,0.9852905176758586,0.9718109618590058,0.9983846167059982
