val_loss,mse,mae,r2_score,accuracy,precision,recall,f1_score,roc_auc
0.5295614090371639,0.5295613,0.53797305,0.5028550912404902,0.6478723404255319,0.740530303030303,0.603592418454305,0.6588496857510279,0.8673979235593969
0.44665080689369363,0.44665098,0.48747003,0.5834074177730659,0.6797872340425531,0.7271289146289146,0.6931163679106671,0.6910080543669771,0.8990463163367098
0.3302747075862073,0.33027482,0.42189854,0.6915598451325863,0.7287234042553191,0.7366037376048817,0.8179694387305319,0.7751567139557902,0.9209945774228927
0.2741086146932967,0.2741086,0.38965183,0.7434051585337589,0.7670212765957447,0.8020909757887014,0.7981119600352631,0.7960367921645212,0.9375632692739468
0.2374668000860417,0.23746684,0.36595213,0.777991943580142,0.7712765957446809,0.7693961305452413,0.8265133705553922,0.7920015110927948,0.9392760971448604
0.2353317865031831,0.23533162,0.33713216,0.7802210432153176,0.7808510638297872,0.8588729132490591,0.7661254775198354,0.8031662926950884,0.9491759722800452
0.1458759200699786,0.1458759,0.26860392,0.8640370569610227,0.8297872340425532,0.8613142890053562,0.8665221863062005,0.8629944426283098,0.9675380325071474
0.1349928526802266,0.13499276,0.25122893,0.8747091281001621,0.8202127659574469,0.8383284600389864,0.8739861886570673,0.8557588615490883,0.9652027820123597
0.14372468432213398,0.14372465,0.26577678,0.8662637467405806,0.8148936170212766,0.8790676268341545,0.8041360564208052,0.8340267698758265,0.9614400500570568
0.1342148114550621,0.13421479,0.23830602,0.8741281884892231,0.8425531914893617,0.8988431345544691,0.8354025859535704,0.8632262506826223,0.9758449814689321
0.0900299329865486,0.09002998,0.19726756,0.915895989894012,0.8787234042553191,0.9093247878678462,0.8964296209227153,0.9020499108734403,0.9812974320883914
0.09958402584207819,0.09958403,0.22165576,0.9072799568284052,0.8606382978723405,0.9305762201282122,0.8391345871290038,0.8792771477523048,0.9798112601337997
0.12907536042497514,0.12907541,0.22704594,0.8802176711688916,0.8425531914893617,0.8326592637267771,0.9257640317367029,0.8756702830776905,0.9731781412280334
0.08002458192566608,0.08002458,0.1877948,0.9249931035979683,0.8765957446808511,0.8680895552835577,0.9326550102850426,0.8989334080380448,0.9830695591731364
0.07413070820113446,0.074130714,0.17835373,0.9304986429139058,0.8808510638297873,0.8837052712581762,0.9151557449309433,0.8982346722294359,0.9851961023207867
0.07593041816924481,0.07593041,0.18251145,0.9294325362783729,0.8861702127659574,0.9123778998779,0.8963635027916543,0.9040458663752615,0.985049069999576
0.060755726766396075,0.060755745,0.15768152,0.9437922304157176,0.8872340425531915,0.9496175293108379,0.864736996767558,0.9023459689863143,0.9887606950587975
0.08447636373816653,0.084476404,0.17408988,0.9214362676541599,0.8808510638297873,0.8796053155088724,0.9255509844255069,0.901955724189881,0.9833291595227416
0.049448844489264995,0.049448863,0.14756751,0.9534867386819279,0.9234042553191489,0.9531257450765342,0.9168748163385247,0.934559132393936,0.9880340377911532
0.11108778184081645,0.11108783,0.20393015,0.8962469491890793,0.8702127659574468,0.8642705102475217,0.9462753452835733,0.9009730757974832,0.9845891071786294
0.06974691406209418,0.069746956,0.18019103,0.9350667627814457,0.8712765957446809,0.8630851780501353,0.9582574199235968,0.9067419194039249,0.9849310040126449
0.045106768275194976,0.04510677,0.13843495,0.9581289981493228,0.9085106382978724,0.8893206678180772,0.9825007346459007,0.933028536645075,0.9915774800822319
0.03262218020539334,0.032622177,0.111636296,0.9697846329654494,0.924468085106383,0.9204922136082585,0.9591904202174552,0.9394409171945797,0.9937918755561135
0.031985080511646065,0.03198507,0.11701897,0.9703491234905086,0.9287234042553192,0.9366161616161617,0.9569644431384072,0.9458899295744345,0.9944554939486272
0.02999600329773223,0.029996004,0.105390236,0.9721873611111682,0.9276595744680851,0.911504424778761,0.9670805171907141,0.9381260784022185,0.9944086917375562
